indice_tiempo,idempresa,cuit,empresa,direccion,localidad,provincia,region,idproducto,producto,idtipohorario,tipohorario,precio,fecha_vigencia,idempresabandera,empresabandera,latitud,longitud,geojson
2026-05,3717,30-70847497-1,LA PARADA S.R.L.,AVENIDA MITRE 385,SAN MIGUEL DE TUCUMAN,TUCUMAN,CUYO,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2223.0,2026-05-15 23:06:00,4,SHELL C.A.P.S.A.,-26.823127,-65.21705,"{""type"":""Point"",""coordinates"":[-65.21705,-26.823127]}"
2026-05,10888,30-71674477-5,MANERA SAS,9 DE JULIO 297,QUEMU QUEMU,LA PAMPA,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,2146.0,2026-05-14 19:50:00,28,PUMA,-36.0541,-63.56691,"{""type"":""Point"",""coordinates"":[-63.56691,-36.0541]}"
2026-04,4293,30-64489960-4,DINYGAS S.A.,AV. PTE. PERON 1272,HAEDO,BUENOS AIRES,PAMPEANA,6,GNC,2,Diurno,459.0,2026-04-13 21:28:00,1,BLANCA,-34.638166,-58.582978,"{""type"":""Point"",""coordinates"":[-58.582978,-34.638166]}"
2026-05,9305,30-69554247-6,"PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA",J. B. Justo 8005 (esq. Lope De Vega),CAPITAL FEDERAL,CAPITAL FEDERAL,,21,Gas Oil Grado 3,3,Nocturno,2469.0,2026-05-19 00:00:00,26,AXION,-34.63214,-58.5015,"{""type"":""Point"",""coordinates"":[-58.5015,-34.63214]}"
2026-02,9591,27-13290200-9,VESCIA ERNESTO,AV. SAN MARTIN E H. YRIGOYEN,CARLOS PAZ,CORDOBA,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,2042.0,2026-02-20 17:54:00,26,AXION,-31.41443,-64.48813,"{""type"":""Point"",""coordinates"":[-64.48813,-31.41443]}"
2026-04,5401,30-53341819-4,COOP.AGRIC.GANAD.LTDA.,SAN MARTÍN S/N,SAN MIGUEL,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,2285.0,2026-04-27 08:00:00,1,BLANCA,-37.452994,-63.124012,"{""type"":""Point"",""coordinates"":[-63.124012,-37.452994]}"
2026-05,1373,30-62706249-0,LUIS A. CARRIZO Y CIA. S.R.L.,RUTA NAC.34 Y RUTA 51,GRAL. GUEMES,SALTA,NOA,6,GNC,2,Diurno,850.0,2026-05-18 09:24:00,2,YPF,-24.73717,-65.02818,"{""type"":""Point"",""coordinates"":[-65.02818,-24.73717]}"
2026-05,4849,30-65625651-2,SERVICIOS DEL LITORAL S.A.,AVDA. URUGUAY 5818/38,POSADAS,MISIONES,NEA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2288.0,2026-05-16 10:58:00,4,SHELL C.A.P.S.A.,-27.401434,-55.902606,"{""type"":""Point"",""coordinates"":[-55.902606,-27.401434]}"
2026-05,7696,30-70826738-0,EL PUERTO COMBUSTIBLES S.A.,AVDA. 27 DE FEBRERO Nº 2302,ROSARIO,SANTA FE,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2195.0,2026-05-20 14:49:00,26,AXION,-31.64964,-60.70402,"{""type"":""Point"",""coordinates"":[-60.70402,-31.64964]}"
2026-05,10239,30-59307282-3,LA BARROSA SA,AVDA CENTENARIO Nº 1181,BALCARCE,BUENOS AIRES,,6,GNC,3,Nocturno,999.0,2026-05-20 10:09:00,1,BLANCA,-37.85561,-58.26614,"{""type"":""Point"",""coordinates"":[-58.26614,-37.85561]}"
2026-03,6943,30-71019193-6,SAMPIETRO HNOS. S.A.,MONSEÑOR BUFANO 3875,SAN JUSTO,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,2097.0,2026-03-07 06:00:00,4,SHELL C.A.P.S.A.,-34.687878,-58.557985,"{""type"":""Point"",""coordinates"":[-58.557985,-34.687878]}"
2026-05,11001,30-62028125-1,SALINAS CHICO S.A.,LUIS GARAT 92,SAN VICENTE,BUENOS AIRES,,19,Gas Oil Grado 2,2,Diurno,2267.0,2026-05-16 09:56:00,4,SHELL C.A.P.S.A.,-35.041295,-58.408382,"{""type"":""Point"",""coordinates"":[-58.408382,-35.041295]}"
2026-05,704,30-55825164-2,SAN CAYETANO S.R.L.,AV. VELEZ SARSFIELD  5000,CORDOBA,CORDOBA,CENTRO,21,Gas Oil Grado 3,2,Diurno,2529.0,2026-05-14 13:58:00,4,SHELL C.A.P.S.A.,-31.4739,-64.20266,"{""type"":""Point"",""coordinates"":[-64.20266,-31.4739]}"
2026-05,9907,30-71525397-2,CANANDES S.A.,BOULOGNE SUR MER Nº 550,LAS HERAS,MENDOZA,,21,Gas Oil Grado 3,3,Nocturno,2349.0,2026-05-14 14:47:00,6,DAPSA S.A.,-32.860514,-68.859018,"{""type"":""Point"",""coordinates"":[-68.859018,-32.860514]}"
2026-05,7218,30-71049076-3,TECNOLOGIA D´ATRI SRL,BRASIL 2984,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,2469.0,2026-05-21 11:49:00,26,AXION,-34.63377,-58.40586,"{""type"":""Point"",""coordinates"":[-58.40586,-34.63377]}"
2026-05,4648,30-69137550-8,COMBUSTIBLES BOULEVARD SETENTA Y DOS S.R.L.,RUTA 210 Y RIVADAVIA,BRANDSEN,BUENOS AIRES,PAMPEANA,6,GNC,2,Diurno,749.0,2026-05-06 13:59:00,4,SHELL C.A.P.S.A.,-35.17389,-58.24026,"{""type"":""Point"",""coordinates"":[-58.24026,-35.17389]}"
2026-01,9919,30-71617403-0,AD LITEM SAS,Castro Barros 6 ESQ. AVELLANEDA Y BV. GRAL. LAS HERAS,CORDOBA,CORDOBA,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1666.0,2026-01-15 15:18:00,28,PUMA,-31.405183,-64.193688,"{""type"":""Point"",""coordinates"":[-64.193688,-31.405183]}"
2026-04,10069,30-71653946-2,ORGANISMO DESCENTRALIZADO ESTACIÓN DE SERVICIO ARATA,Ruta Provicial 4 km 101/600,ARATA,LA PAMPA,,3,Nafta (premium) de más de 95 Ron,2,Diurno,2200.0,2026-04-09 08:59:00,1,BLANCA,-35.678956,-63.792647,"{""type"":""Point"",""coordinates"":[-63.792647,-35.678956]}"
2026-05,9306,30-69554247-6,"PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA",Ruta 8 Km. 50 (Av. Uriburu) esq. Ruta 234,PILAR,BUENOS AIRES,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2229.0,2026-05-19 00:00:00,26,AXION,-34.45039,-58.87058,"{""type"":""Point"",""coordinates"":[-58.87058,-34.45039]}"
2026-05,11138,30-71780390-2,SERVICENTRO RUTA 8 SRL,RUTA NACIONAL 8 6585,LOMA HERMOSA,BUENOS AIRES,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2126.0,2026-05-16 06:00:00,4,SHELL C.A.P.S.A.,-33.577807,-62.617957,"{""type"":""Point"",""coordinates"":[-62.617957,-33.577807]}"
2026-05,9402,20-10409211-0,MARIANI ENZO ROMULO,AV. CARLOS COLOMBRES 1552,ROSARIO,SANTA FE,,21,Gas Oil Grado 3,2,Diurno,2499.0,2026-05-04 08:40:00,28,PUMA,-32.897889,-60.684318,"{""type"":""Point"",""coordinates"":[-60.684318,-32.897889]}"
2026-04,6629,30-70965747-6,GRISANTI SERVICIOS SA,BUENOS AIRES 2902,CASILDA,SANTA FE,CENTRO,3,Nafta (premium) de más de 95 Ron,3,Nocturno,2569.0,2026-04-29 10:16:00,26,AXION,-33.04887,-61.17475,"{""type"":""Point"",""coordinates"":[-61.17475,-33.04887]}"
2026-04,9778,30-71662682-9,FAM SRL,AV. CARCANO 2186,VILLA CARLOS PAZ,CORDOBA,,19,Gas Oil Grado 2,3,Nocturno,2699.0,2026-04-23 21:22:00,1,BLANCA,-31.44965,-64.5071,"{""type"":""Point"",""coordinates"":[-64.5071,-31.44965]}"
2026-04,9602,30-67787078-4,PAMPA POZO S.A.,H YRIGOYEN 2779 SAN FERNANDO,SAN FERNANDO,BUENOS AIRES,,6,GNC,3,Nocturno,699.0,2026-04-10 13:09:00,28,PUMA,-34.45025,-58.569536,"{""type"":""Point"",""coordinates"":[-58.569536,-34.45025]}"
2026-05,10325,30-51618667-0,DEHEZA S.A.I.C.F.E.I,PLAZA ESPAÑA 187,LA PLATA,BUENOS AIRES,,19,Gas Oil Grado 2,3,Nocturno,2197.0,2026-05-16 00:00:00,4,SHELL C.A.P.S.A.,-34.92568,-57.93377,"{""type"":""Point"",""coordinates"":[-57.93377,-34.92568]}"
2026-03,6164,30-70758205-3,COMBUSTIBLES ECOLOGICOS S.A.,CHACABUCO 1013,SAN MIGUEL DE TUCUMAN,TUCUMAN,CUYO,6,GNC,2,Diurno,896.0,2026-03-20 22:01:00,1,BLANCA,-26.844093,-65.211238,"{""type"":""Point"",""coordinates"":[-65.211238,-26.844093]}"
2026-05,3670,30-67466133-5,"DI TONDO ANTONIO, MARCELO Y ALEJANDRO",RUTA 34 KM. 152,SAN MARTIN DE LAS ESCOBAS,SANTA FE,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2170.0,2026-05-18 15:47:00,4,SHELL C.A.P.S.A.,-31.856,-61.585,"{""type"":""Point"",""coordinates"":[-61.585,-31.856]}"
2026-03,7257,30-71001121-0,CORREDOR 14 S.A.,RUTA PROVINCIA n* 22 KILOMETRO N* 04,CONCORDIA,ENTRE RIOS,CENTRO,6,GNC,3,Nocturno,1050.0,2026-03-25 22:59:00,4,SHELL C.A.P.S.A.,-31.39552,-58.09904,"{""type"":""Point"",""coordinates"":[-58.09904,-31.39552]}"
2026-05,10289,30-71686775-3,LA ROTONDA S.A.S.,Ruta Nº 5 km 24.7,ALTA GRACIA,CORDOBA,,3,Nafta (premium) de más de 95 Ron,2,Diurno,2468.0,2026-05-16 09:00:00,4,SHELL C.A.P.S.A.,-31.651071,-64.407949,"{""type"":""Point"",""coordinates"":[-64.407949,-31.651071]}"
2026-05,9323,30-69554247-6,"PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA",Autopista Gral. Paz 11200 (esq. Humaitá),CAPITAL FEDERAL,CAPITAL FEDERAL,,6,GNC,3,Nocturno,785.0,2026-05-27 22:00:00,26,AXION,-34.64653,-58.52882,"{""type"":""Point"",""coordinates"":[-58.52882,-34.64653]}"
2026-02,10774,33-50404708-9,LA AGRICOLA REGIONAL COOP. LTDA.,Ruta Prov. Nro 11 Km 65.5 - Las Cuevas,PUERTO LAS CUEVAS,ENTRE RIOS,,19,Gas Oil Grado 2,3,Nocturno,1710.0,2026-02-04 00:00:00,1,BLANCA,-31.975916,-60.587474,"{""type"":""Point"",""coordinates"":[-60.587474,-31.975916]}"
2026-05,10003,30-64472746-3,"EMFACO S,A","CALLE 74 Y OMBUES (134) 3951, EMPRENDIMIENTO HUDSON PARK",BERAZATEGUI,BUENOS AIRES,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2221.0,2026-05-16 09:47:00,4,SHELL C.A.P.S.A.,-34.809697,-58.173823,"{""type"":""Point"",""coordinates"":[-58.173823,-34.809697]}"
2026-05,2359,30-70720646-9,7 Y 511 S.A.,Av. 7 2060,LA PLATA,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,2489.0,2026-05-14 12:25:00,26,AXION,-34.883186,-57.992644,"{""type"":""Point"",""coordinates"":[-57.992644,-34.883186]}"
2026-04,1436,30-69115804-3,LANORFE S.A.,Ruta 5 km. 158.400,CHIVILCOY,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,2477.0,2026-04-01 19:30:00,28,PUMA,-34.91793,-59.98173,"{""type"":""Point"",""coordinates"":[-59.98173,-34.91793]}"
2026-03,7056,30-70980848-2,GNC DEL VISO SA,AVDA. A.U. ILLIA KM 44.3 ESQ. GRAL. VIAMONTE,DEL VISO,BUENOS AIRES,PAMPEANA,6,GNC,3,Nocturno,649.0,2026-03-05 11:19:00,26,AXION,-34.455634,-58.816384,"{""type"":""Point"",""coordinates"":[-58.816384,-34.455634]}"
2026-05,7142,30-68543329-6,ALT ALBERTO RAFAEL Y ALT HÉCTOR JOSÉ S.H.,LUCIO V ROSSI 41,ALTA GRACIA,CORDOBA,CENTRO,19,Gas Oil Grado 2,2,Diurno,2359.0,2026-05-23 09:00:00,26,AXION,-31.64516,-64.43349,"{""type"":""Point"",""coordinates"":[-64.43349,-31.64516]}"
2026-05,10748,30-70748118-4,ANJOR S.A.,RUTA PROVINCIAL 92,QUIMILI,SANTIAGO DEL ESTERO,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2190.0,2026-05-15 22:00:00,4,SHELL C.A.P.S.A.,-27.658609,-62.430501,"{""type"":""Point"",""coordinates"":[-62.430501,-27.658609]}"
2026-05,1519,30-61874484-8,GAS IMPULSO  S.A.,RUTA 25 NRO. 619,PILAR,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2171.0,2026-05-28 00:00:00,2,YPF,-34.44688,-58.90315,"{""type"":""Point"",""coordinates"":[-58.90315,-34.44688]}"
2026-05,3308,30-70833920-9,MELIPAL S.A.,AV. PEÑALOZA 820,LA RIOJA,LA RIOJA,NOA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2139.0,2026-05-09 14:00:00,26,AXION,-29.403514,-66.844882,"{""type"":""Point"",""coordinates"":[-66.844882,-29.403514]}"
2026-05,4038,30-70708893-8,MAG S.R.L.,Av. Las Malvinas Km 4,CORDOBA,CORDOBA,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2158.0,2026-05-14 12:46:00,4,SHELL C.A.P.S.A.,-31.386226,-64.123528,"{""type"":""Point"",""coordinates"":[-64.123528,-31.386226]}"
2026-05,10782,30-71404646-9,COMBUSTIBLES DEL MAR S.A.,AV. 3  4910,VILLA GESELL,BUENOS AIRES,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2159.0,2026-05-26 08:00:00,4,SHELL C.A.P.S.A.,-37.294835,-57.001924,"{""type"":""Point"",""coordinates"":[-57.001924,-37.294835]}"
2026-03,7221,30-70962458-6,COMBUSTIBLES AVENIDA KENNEDY S.A.,AV. PRESIDENTE PERON 3002,SAN JUSTO,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,2022.0,2026-03-06 15:09:00,28,PUMA,-34.674791,-58.558602,"{""type"":""Point"",""coordinates"":[-58.558602,-34.674791]}"
2026-05,8544,33-71097678-9,COMBUSTIBLES ALONSO Y CIA S.R.L.,DIAGONAL 74 Y 36 (ENTRE 115 Y 116),LA PLATA,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2158.0,2026-05-15 19:11:00,4,SHELL C.A.P.S.A.,-34.896559,-57.956285,"{""type"":""Point"",""coordinates"":[-57.956285,-34.896559]}"
2026-05,10119,30-71546453-1,RODOPETROL SA,ALEM 1090,BAHIA BLANCA,BUENOS AIRES,,3,Nafta (premium) de más de 95 Ron,2,Diurno,2429.0,2026-05-26 08:00:00,26,AXION,-38.70385,-62.269456,"{""type"":""Point"",""coordinates"":[-62.269456,-38.70385]}"
2026-03,6955,30-70911269-0,ESTACION SAINT MARTIN S.R.L.,Roque Saenz Peña 5286,JOSE C. PAZ,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,2492.0,2026-03-27 21:57:00,28,PUMA,-34.520317,-58.75457,"{""type"":""Point"",""coordinates"":[-58.75457,-34.520317]}"
2026-05,9792,30-71641658-1,CAMINO DEL PERU COMBUSTIBLES SRL,CAMINO DEL PERU 650,YERBA BUENA,TUCUMAN,,21,Gas Oil Grado 3,2,Diurno,2520.0,2026-05-14 13:20:00,8,REFINOR,-26.80819,-65.26264,"{""type"":""Point"",""coordinates"":[-65.26264,-26.80819]}"
2026-01,9796,20-28198060-3,BARABALLE DIEGO ROLANDO,"Ruta 30 Km 26,5  0",MACIA,ENTRE RIOS,,21,Gas Oil Grado 3,2,Diurno,1934.0,2026-01-01 06:00:00,28,PUMA,-32.196112,-59.396608,"{""type"":""Point"",""coordinates"":[-59.396608,-32.196112]}"
2026-03,2474,30-63748514-4,MAXTRA S.A.,AV.MORENO 2007,SALADILLO,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,2,Diurno,1999.0,2026-03-13 06:00:00,6,DAPSA S.A.,-35.645697,-59.769208,"{""type"":""Point"",""coordinates"":[-59.769208,-35.645697]}"
2026-05,9831,30-71601409-2,APELLGRAN SAS,AVENIDA BELGRANO 1116,VILLA DOLORES,CORDOBA,,21,Gas Oil Grado 3,3,Nocturno,2589.0,2026-05-16 09:09:00,4,SHELL C.A.P.S.A.,-31.94762,-65.17489,"{""type"":""Point"",""coordinates"":[-65.17489,-31.94762]}"
2026-05,5633,33-68871167-9,SERVICENTRO JOSÉ C. PAZ S.A,HIPOLITO YRIGOYEN 2550,JOSE C. PAZ,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,2,Diurno,2534.0,2026-05-19 12:33:00,4,SHELL C.A.P.S.A.,-34.522691,-58.761406,"{""type"":""Point"",""coordinates"":[-58.761406,-34.522691]}"
2026-05,9959,30-69554247-6,"PAN AMERICAN ENERGY SL, SUCURSAL ARGENTINA",Ruta Nacional n° 1  - Autopista Dr Ricardo Balbin 2950  KM 28 - Mano Bs. As.,BERAZATEGUI,BUENOS AIRES,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2149.0,2026-05-23 00:00:00,26,AXION,-34.762909,-58.179328,"{""type"":""Point"",""coordinates"":[-58.179328,-34.762909]}"
2026-05,5354,30-64509280-1,LOPEMA S.A.,RUTA 197 E ITALIA - EL TALAR,TIGRE,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,2192.0,2026-05-16 13:56:00,4,SHELL C.A.P.S.A.,-34.473661,-58.659844,"{""type"":""Point"",""coordinates"":[-58.659844,-34.473661]}"
2026-05,9271,30-69554247-6,"PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA",Av. Libertador 2587 (esq. J. Salguero),CAPITAL FEDERAL,CAPITAL FEDERAL,,19,Gas Oil Grado 2,3,Nocturno,2199.0,2026-05-19 00:00:00,26,AXION,-34.578666,-58.406559,"{""type"":""Point"",""coordinates"":[-58.406559,-34.578666]}"
2026-05,6175,30-70746078-0,CEIL COMPAÑIA IMPORTADORA Y EXPORTADORA SA,DR. CASILLAS 650,CHAJARI,ENTRE RIOS,CENTRO,21,Gas Oil Grado 3,2,Diurno,2530.0,2026-05-16 00:00:00,28,PUMA,-30.76103,-58.006037,"{""type"":""Point"",""coordinates"":[-58.006037,-30.76103]}"
2026-05,8982,30-71523680-6,COMBUSTIBLES DEL TUYU S.R.L.,Nº 3 BIS Y CALLE Nº 2 7585,MAR DEL TUYU,BUENOS AIRES,,21,Gas Oil Grado 3,3,Nocturno,2399.0,2026-05-15 21:30:00,4,SHELL C.A.P.S.A.,-36.578207,-56.69056,"{""type"":""Point"",""coordinates"":[-56.69056,-36.578207]}"
2026-03,7331,30-71094004-1,RAVENA JUAN RAMON RAVENA CRISTINA INES SELLA ALBERTO Y SELLA MARIO SH,Mitre 949,QUILMES,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1935.0,2026-03-13 19:53:00,4,SHELL C.A.P.S.A.,-34.72611,-58.25081,"{""type"":""Point"",""coordinates"":[-58.25081,-34.72611]}"
2026-05,6989,30-63884186-6,ESTACION DE SERVICIOS SOLIS,AV. SOLÍS Y AV. COLÓN NRO.565,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,NOA,19,Gas Oil Grado 2,3,Nocturno,2357.0,2026-05-18 13:01:00,4,SHELL C.A.P.S.A.,-27.822206,-64.25444,"{""type"":""Point"",""coordinates"":[-64.25444,-27.822206]}"
2026-03,7290,30-71077678-0,PETROLERA ANVA S.R.L.,9 de julio 400,LULES,TUCUMAN,CUYO,21,Gas Oil Grado 3,3,Nocturno,2599.0,2026-03-28 16:53:00,4,SHELL C.A.P.S.A.,-26.92665,-65.33445,"{""type"":""Point"",""coordinates"":[-65.33445,-26.92665]}"
2026-03,6469,33-56350852-9,OBERTO HNOS. S.C.C,AV. DEL CINCUENTENARIO 99,HUANCHILLA,CORDOBA,CENTRO,21,Gas Oil Grado 3,3,Nocturno,2397.0,2026-03-26 18:04:00,6,DAPSA S.A.,-33.664613,-63.637532,"{""type"":""Point"",""coordinates"":[-63.637532,-33.664613]}"
2026-05,11286,30-71654826-7,MERCOVE SRL,RUTA NACIONAL 12 KM 1062,SAN COSME,CORRIENTES,,3,Nafta (premium) de más de 95 Ron,2,Diurno,2375.0,2026-05-06 08:47:00,4,SHELL C.A.P.S.A.,-27.390793,-58.594942,"{""type"":""Point"",""coordinates"":[-58.594942,-27.390793]}"
2026-05,7318,27-13006648-3,ESTACION R.L. (V),RUTA 157 Y AV. ALEM,BELLA VISTA,TUCUMAN,CUYO,21,Gas Oil Grado 3,3,Nocturno,2642.0,2026-05-14 19:34:00,4,SHELL C.A.P.S.A.,-27.039248,-65.296105,"{""type"":""Point"",""coordinates"":[-65.296105,-27.039248]}"
2026-03,10094,30-70982458-5,PAMPETROL SAPEM,RUTA NACIONAL 152 KM 289,PUELCHES,LA PAMPA,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1860.0,2026-03-30 14:26:00,1,BLANCA,-38.155486,-67.144677,"{""type"":""Point"",""coordinates"":[-67.144677,-38.155486]}"
2026-04,6791,30-70902494-5,ARANEGA JUAN IGNACIO Y ARANEGA KARINA ANDREA,JULIO C.COUSTE 897,MAYOR BURATOVICH,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,2399.0,2026-04-21 14:01:00,1,BLANCA,-39.25861,-62.61563,"{""type"":""Point"",""coordinates"":[-62.61563,-39.25861]}"
2026-05,2264,27-26442083-6,EL NUEVO SOL,AV. ESTRADA 509 ESQ.  AV. GENERAL ROCA 332,COLONIA SARMIENTO,CHUBUT,PATAGONIA,21,Gas Oil Grado 3,3,Nocturno,2499.0,2026-05-23 09:49:00,26,AXION,-45.590382,-69.071424,"{""type"":""Point"",""coordinates"":[-69.071424,-45.590382]}"
2026-05,7329,33-51758422-9,ALCIDES E. PHISALIX S.A.,BELGRANO 498,SAN CARLOS CENTRO,SANTA FE,CENTRO,3,Nafta (premium) de más de 95 Ron,2,Diurno,2257.0,2026-05-25 12:23:00,2,YPF,-31.72663,-61.09163,"{""type"":""Point"",""coordinates"":[-61.09163,-31.72663]}"
2026-04,4153,30-66809364-3,AUTOGAS S.R.L.,AV ACOSTA VILLAFAÑEZ 1800,SAN FERNANDO DEL VALLE,CATAMARCA,NOA,6,GNC,3,Nocturno,898.0,2026-04-10 06:00:00,2,YPF,-28.466517,-65.760397,"{""type"":""Point"",""coordinates"":[-65.760397,-28.466517]}"
2026-05,9897,30-56862212-6,TRANSFUEL OIL SRL,RUTA Nº 1 KM 5.5,SAN JOSE DEL RINCON,SANTA FE,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2149.0,2026-05-20 11:18:00,26,AXION,-31.60797,-60.5798,"{""type"":""Point"",""coordinates"":[-60.5798,-31.60797]}"
2026-05,9751,30-71146351-4,GLOBAL OIL SRL,COLECTORA SUR RUTA NACIONAL N° 22 290,VILLA REGINA,RIO NEGRO,,21,Gas Oil Grado 3,2,Diurno,2484.0,2026-05-25 12:10:00,28,PUMA,-39.092355,-67.088155,"{""type"":""Point"",""coordinates"":[-67.088155,-39.092355]}"
2026-03,6672,30-70945912-7,GRUPO LOS ABETOS SRL,QUINTANA ESQUINA PASSO,PUNTA ALTA,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1808.0,2026-03-12 08:44:00,1,BLANCA,-38.8695,-62.08078,"{""type"":""Point"",""coordinates"":[-62.08078,-38.8695]}"
2026-05,10152,30-62028125-1,SALINAS CHICO S.A,MORENO 3151,MAR DEL PLATA,BUENOS AIRES,,3,Nafta (premium) de más de 95 Ron,2,Diurno,2459.0,2026-05-23 10:48:00,26,AXION,-37.999086,-57.553949,"{""type"":""Point"",""coordinates"":[-57.553949,-37.999086]}"
2026-05,7151,30-67854899-1,PROYECTOS URBANISTICOS S.A.,Hipolito Irigoyen 520,CIUDADELA,BUENOS AIRES,PAMPEANA,6,GNC,2,Diurno,699.0,2026-05-14 17:35:00,4,SHELL C.A.P.S.A.,-34.634514,-58.546208,"{""type"":""Point"",""coordinates"":[-58.546208,-34.634514]}"
2026-05,9311,30-69554247-6,"PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA",Triunvirato 5878 (esq. Av. Crisólogo Larralde),CAPITAL FEDERAL,CAPITAL FEDERAL,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2109.0,2026-05-19 00:00:00,26,AXION,-34.563836,-58.496603,"{""type"":""Point"",""coordinates"":[-58.496603,-34.563836]}"
2026-05,10667,30-71485936-2,UNITECPROCOM SA,AV EVA PERON 7501,FLORENCIO VARELA,BUENOS AIRES,,3,Nafta (premium) de más de 95 Ron,2,Diurno,2342.0,2026-05-23 06:42:00,2,YPF,-34.85086,-58.27908,"{""type"":""Point"",""coordinates"":[-58.27908,-34.85086]}"
2026-05,3506,33-53538288-9,FRANCISCO JAIME MENA S.R.L.,AV. ROCA 500,SAN MIGUEL DE TUCUMAN,TUCUMAN,CUYO,3,Nafta (premium) de más de 95 Ron,3,Nocturno,2480.0,2026-05-15 23:03:00,4,SHELL C.A.P.S.A.,-26.843438,-65.207614,"{""type"":""Point"",""coordinates"":[-65.207614,-26.843438]}"
2026-05,7947,30-71180645-4,CHABAS COMBUSTIBLES S.R.L.,ENTRE RÍOS 2701,ROSARIO,SANTA FE,CENTRO,6,GNC,3,Nocturno,599.0,2026-05-18 14:00:00,1,BLANCA,-32.9684228257265,-60.646437310607,"{""type"":""Point"",""coordinates"":[-60.646437310607,-32.9684228257265]}"
2026-05,8109,30-71113408-1,LA JUANITA DEL SUR S.A.,Calle 58 2414,NECOCHEA,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,3,Nocturno,2364.0,2026-05-15 00:00:00,28,PUMA,-38.55054,-58.73482,"{""type"":""Point"",""coordinates"":[-58.73482,-38.55054]}"
2026-01,11041,30-71617403-0,AD LITEM SAS,Bulnes 968,CORDOBA,CORDOBA,,6,GNC,3,Nocturno,790.0,2026-01-15 15:15:00,28,PUMA,-31.40009,-64.17335,"{""type"":""Point"",""coordinates"":[-64.17335,-31.40009]}"
2026-04,9428,30-71584926-3,LA ESTACION CALCHAQUI S.R.L.,Avda Calchaqui (ex Soberania) y Ruta 38,FAMAILLA,TUCUMAN,,21,Gas Oil Grado 3,2,Diurno,2642.0,2026-04-30 17:30:00,4,SHELL C.A.P.S.A.,-27.06403,-65.399233,"{""type"":""Point"",""coordinates"":[-65.399233,-27.06403]}"
2026-01,10795,30-66473747-3,JULIO ALFREDO URUÑUELA E HIJO S.R.L.,SÁENZ PEÑA 1221,CNEL. PRINGLES,BUENOS AIRES,,21,Gas Oil Grado 3,3,Nocturno,1969.0,2026-01-31 21:17:00,4,SHELL C.A.P.S.A.,-37.98197,-61.35347,"{""type"":""Point"",""coordinates"":[-61.35347,-37.98197]}"
